,name,often_tested,multirun,boxcox_lmbda
160,test_base_list,0.0,-1.0,-0.3260524396705315
161,test_base_list,0.0,-1.0,-0.3260524396705315
162,test_base_list,0.0,-1.0,-0.3260524396705315
163,test_base_list,0.0,-1.0,-0.3260524396705315
164,test_visible_list,0.0,-1.0,-0.3260524396705315
165,test_visible_list,0.0,-1.0,-0.3260524396705315
166,test_visible_list,0.0,-1.0,-0.3260524396705315
167,test_visible_list,0.0,-1.0,-0.3260524396705315
168,test_visible_list,0.0,-1.0,-0.3260524396705315
169,test_visible_list,0.0,-1.0,-0.3260524396705315
170,test_visible_list,0.0,-1.0,-0.3260524396705315
171,test_visible_list,0.0,-1.0,-0.3260524396705315
172,test_visible_list,0.0,-1.0,-0.3260524396705315
173,test_tables_struct,0.0,-1.0,-0.3260524396705315
174,test_tables_struct,0.0,-1.0,-0.3260524396705315
175,test_tables_struct,0.0,-1.0,-0.3260524396705315
176,test_tables_struct,0.0,-1.0,-0.3260524396705315
177,test_tables_struct,0.0,-1.0,-0.3260524396705315
178,test_tables_struct,0.0,-1.0,-0.3260524396705315
179,test_tables_struct,0.0,-1.0,-0.3260524396705315
180,test_tables_struct,0.0,-1.0,-0.3260524396705315
181,test_tables_struct,0.0,-1.0,-0.3260524396705315
182,test_tables_struct,0.0,-1.0,-0.3260524396705315
183,test_tables_struct,0.0,-1.0,-0.3260524396705315
184,test_tables_struct,0.0,-1.0,-0.3260524396705315
185,test_tables_struct,0.0,-1.0,-0.3260524396705315
186,test_tables_struct,0.0,-1.0,-0.3260524396705315
187,test_tables_struct,0.0,-1.0,-0.3260524396705315
188,test_tables_struct,0.0,-1.0,-0.3260524396705315
189,test_tables_struct,0.0,-1.0,-0.3260524396705315
190,test_tables_struct,0.0,-1.0,-0.3260524396705315
191,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
192,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
193,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
194,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
195,test_text_contrast,0.0,-1.0,-0.3260524396705315
196,test_text_contrast,0.0,-1.0,-0.3260524396705315
197,test_text_contrast,0.0,-1.0,-0.3260524396705315
198,test_text_contrast,0.0,-1.0,-0.3260524396705315
199,test_text_contrast,0.0,-1.0,-0.3260524396705315
200,test_text_contrast,0.0,-1.0,-0.3260524396705315
201,test_text_contrast,0.0,-1.0,-0.3260524396705315
202,test_text_contrast,0.0,-1.0,-0.3260524396705315
203,test_text_contrast,0.0,-1.0,-0.3260524396705315
204,test_text_contrast,0.0,-1.0,-0.3260524396705315
205,test_base_list,0.0,-1.0,-0.3260524396705315
206,test_base_list,0.0,-1.0,-0.3260524396705315
207,test_markup,0.0,-1.0,-0.3260524396705315
208,test_markup,0.0,-1.0,-0.3260524396705315
209,test_markup,0.0,-1.0,-0.3260524396705315
210,test_tables_struct,0.0,-1.0,-0.3260524396705315
211,test_tables_struct,0.0,-1.0,-0.3260524396705315
212,test_tables_struct,0.0,-1.0,-0.3260524396705315
213,test_img_link,0.0,-1.0,-0.3260524396705315
214,test_img_link,0.0,-1.0,-0.3260524396705315
215,test_img_link,0.0,-1.0,-0.3260524396705315
216,test_img_link,0.0,-1.0,-0.3260524396705315
217,test_img_link,0.0,-1.0,-0.3260524396705315
218,test_img_link,0.0,-1.0,-0.3260524396705315
219,test_img_link,0.0,-1.0,-0.3260524396705315
220,test_img_link,0.0,-1.0,-0.3260524396705315
221,test_img_link,0.0,-1.0,-0.3260524396705315
222,test_img_link,0.0,-1.0,-0.3260524396705315
223,test_img_link,0.0,-1.0,-0.3260524396705315
224,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
225,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
226,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
227,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
228,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
229,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
230,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
231,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
232,test_text_table,0.0,-1.0,-0.3260524396705315
233,test_text_table,0.0,-1.0,-0.3260524396705315
234,test_text_table,0.0,-1.0,-0.3260524396705315
235,test_text_table,0.0,-1.0,-0.3260524396705315
236,test_text_table,0.0,-1.0,-0.3260524396705315
237,test_text_table,0.0,-1.0,-0.3260524396705315
238,test_text_table,0.0,-1.0,-0.3260524396705315
239,test_text_table,0.0,-1.0,-0.3260524396705315
240,test_text_table,0.0,-1.0,-0.3260524396705315
241,test_text_table,0.0,-1.0,-0.3260524396705315
242,test_text_table,0.0,-1.0,-0.3260524396705315
243,test_text_table,0.0,-1.0,-0.3260524396705315
244,test_text_table,0.0,-1.0,-0.3260524396705315
245,test_text_table,0.0,-1.0,-0.3260524396705315
246,test_text_table,0.0,-1.0,-0.3260524396705315
247,test_text_table,0.0,-1.0,-0.3260524396705315
248,test_text_table,0.0,-1.0,-0.3260524396705315
249,test_text_table,0.0,-1.0,-0.3260524396705315
250,test_text_table,0.0,-1.0,-0.3260524396705315
251,test_text_table,0.0,-1.0,-0.3260524396705315
252,test_text_table,0.0,-1.0,-0.3260524396705315
253,test_text_table,0.0,-1.0,-0.3260524396705315
254,test_text_table,0.0,-1.0,-0.3260524396705315
255,test_text_table,0.0,-1.0,-0.3260524396705315
256,test_text_table,0.0,-1.0,-0.3260524396705315
257,test_base_list,0.0,-1.0,-0.3260524396705315
258,test_base_list,0.0,-1.0,-0.3260524396705315
259,test_base_list,0.0,-1.0,-0.3260524396705315
260,test_base_list,0.0,-1.0,-0.3260524396705315
261,test_base_list,0.0,-1.0,-0.3260524396705315
262,test_base_list,0.0,-1.0,-0.3260524396705315
263,test_base_list,0.0,-1.0,-0.3260524396705315
264,test_img_link,0.0,-1.0,-0.3260524396705315
265,test_markup,0.0,-1.0,-0.3260524396705315
266,test_markup,0.0,-1.0,-0.3260524396705315
267,test_markup,0.0,-1.0,-0.3260524396705315
268,test_markup,0.0,-1.0,-0.3260524396705315
269,test_markup,0.0,-1.0,-0.3260524396705315
270,test_markup,0.0,-1.0,-0.3260524396705315
271,test_markup,0.0,-1.0,-0.3260524396705315
272,test_tables_struct,0.0,-1.0,-0.3260524396705315
273,test_tables_struct,0.0,-1.0,-0.3260524396705315
274,test_tables_struct,0.0,-1.0,-0.3260524396705315
275,test_tables_struct,0.0,-1.0,-0.3260524396705315
276,test_tables_struct,0.0,-1.0,-0.3260524396705315
277,test_tables_struct,0.0,-1.0,-0.3260524396705315
278,test_tables_struct,0.0,-1.0,-0.3260524396705315
279,test_text_contrast,0.0,-1.0,-0.3260524396705315
280,test_text_contrast,0.0,-1.0,-0.3260524396705315
281,test_text_contrast,0.0,-1.0,-0.3260524396705315
282,test_text_contrast,0.0,-1.0,-0.3260524396705315
283,test_text_contrast,0.0,-1.0,-0.3260524396705315
284,test_text_contrast,0.0,-1.0,-0.3260524396705315
285,test_text_contrast,0.0,-1.0,-0.3260524396705315
286,test_visible_list,0.0,-1.0,-0.3260524396705315
287,test_visible_list,0.0,-1.0,-0.3260524396705315
288,test_visible_list,0.0,-1.0,-0.3260524396705315
289,test_visible_list,0.0,-1.0,-0.3260524396705315
290,test_visible_list,0.0,-1.0,-0.3260524396705315
291,test_visible_list,0.0,-1.0,-0.3260524396705315
292,test_visible_list,0.0,-1.0,-0.3260524396705315
293,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
294,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
295,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
296,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
297,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
298,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
299,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
300,test_tables_struct,0.0,-1.0,-0.3260524396705315
301,test_tables_struct,0.0,-1.0,-0.3260524396705315
302,test_tables_struct,0.0,-1.0,-0.3260524396705315
303,test_tables_struct,0.0,-1.0,-0.3260524396705315
304,test_tables_struct,0.0,-1.0,-0.3260524396705315
305,test_tables_struct,0.0,-1.0,-0.3260524396705315
306,test_tables_struct,0.0,-1.0,-0.3260524396705315
307,test_tables_struct,0.0,-1.0,-0.3260524396705315
308,test_tables_struct,0.0,-1.0,-0.3260524396705315
309,test_tables_struct,0.0,-1.0,-0.3260524396705315
310,test_tables_struct,0.0,-1.0,-0.3260524396705315
311,test_tables_struct,0.0,-1.0,-0.3260524396705315
312,test_tables_struct,0.0,-1.0,-0.3260524396705315
313,test_tables_struct,0.0,-1.0,-0.3260524396705315
314,test_tables_struct,0.0,-1.0,-0.3260524396705315
315,test_tables_struct,0.0,-1.0,-0.3260524396705315
316,test_tables_struct,0.0,-1.0,-0.3260524396705315
317,test_tables_struct,0.0,-1.0,-0.3260524396705315
318,test_tables_struct,0.0,-1.0,-0.3260524396705315
319,test_text_table,0.0,-1.0,-0.3260524396705315
320,test_text_table,0.0,-1.0,-0.3260524396705315
321,test_text_table,0.0,-1.0,-0.3260524396705315
322,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
323,test_img_link,0.0,-1.0,-0.3260524396705315
324,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
325,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
326,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
327,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
328,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
329,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
330,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
331,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
332,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
333,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
334,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
335,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
336,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
337,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
338,test_links_with_same_resource,0.0,-1.0,-0.3260524396705315
339,test_base_link,0.0,-1.0,-0.3260524396705315
340,test_base_list,0.0,-1.0,-0.3260524396705315
341,test_base_list,0.0,-1.0,-0.3260524396705315
342,test_base_list,0.0,-1.0,-0.3260524396705315
343,test_base_list,0.0,-1.0,-0.3260524396705315
344,test_base_list,0.0,-1.0,-0.3260524396705315
345,test_base_list,0.0,-1.0,-0.3260524396705315
346,test_base_list,0.0,-1.0,-0.3260524396705315
347,test_base_list,0.0,-1.0,-0.3260524396705315
348,test_base_list,0.0,-1.0,-0.3260524396705315
349,test_base_list,0.0,-1.0,-0.3260524396705315
350,test_base_list,0.0,-1.0,-0.3260524396705315
351,test_base_list,0.0,-1.0,-0.3260524396705315
352,test_base_list,0.0,-1.0,-0.3260524396705315
353,test_base_list,0.0,-1.0,-0.3260524396705315
354,test_base_list,0.0,-1.0,-0.3260524396705315
355,test_base_list,0.0,-1.0,-0.3260524396705315
356,test_base_list,0.0,-1.0,-0.3260524396705315
357,test_base_list,0.0,-1.0,-0.3260524396705315
358,test_base_list,0.0,-1.0,-0.3260524396705315
359,test_base_list,0.0,-1.0,-0.3260524396705315
360,test_base_list,0.0,-1.0,-0.3260524396705315
361,test_visible_list,0.0,-1.0,-0.3260524396705315
362,test_visible_list,0.0,-1.0,-0.3260524396705315
363,test_visible_list,0.0,-1.0,-0.3260524396705315
364,test_visible_list,0.0,-1.0,-0.3260524396705315
365,test_visible_list,0.0,-1.0,-0.3260524396705315
366,test_visible_list,0.0,-1.0,-0.3260524396705315
367,test_visible_list,0.0,-1.0,-0.3260524396705315
368,test_visible_list,0.0,-1.0,-0.3260524396705315
369,test_visible_list,0.0,-1.0,-0.3260524396705315
370,test_visible_list,0.0,-1.0,-0.3260524396705315
371,test_visible_list,0.0,-1.0,-0.3260524396705315
372,test_visible_list,0.0,-1.0,-0.3260524396705315
373,test_visible_list,0.0,-1.0,-0.3260524396705315
374,test_visible_list,0.0,-1.0,-0.3260524396705315
375,test_visible_list,0.0,-1.0,-0.3260524396705315
376,test_visible_list,0.0,-1.0,-0.3260524396705315
377,test_visible_list,0.0,-1.0,-0.3260524396705315
378,test_visible_list,0.0,-1.0,-0.3260524396705315
379,test_visible_list,0.0,-1.0,-0.3260524396705315
380,test_visible_list,0.0,-1.0,-0.3260524396705315
381,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
382,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
383,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
384,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
385,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
386,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
387,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
388,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
389,test_related_elements_as_list,0.0,-1.0,-0.3260524396705315
390,test_base_list,0.0,-1.0,-0.3260524396705315
391,test_visible_list,0.0,-1.0,-0.3260524396705315
392,test_base_list,0.0,-1.0,-0.3260524396705315
393,test_visible_list,0.0,-1.0,-0.3260524396705315
394,test_svg_icon_link,0.0,-1.0,-0.3260524396705315
395,test_text_contrast,0.0,-1.0,-0.3260524396705315
396,test_text_contrast,0.0,-1.0,-0.3260524396705315
397,test_base_list,0.0,-1.0,-0.3260524396705315
398,test_visible_list,0.0,-1.0,-0.3260524396705315
399,test_tables_struct,0.0,-1.0,-0.3260524396705315
400,test_base_link,0.0,-1.0,-0.3260524396705315
401,test_base_link,0.0,-1.0,-0.3260524396705315
402,test_base_link,0.0,-1.0,-0.3260524396705315
403,test_base_link,0.0,-1.0,-0.3260524396705315
404,test_base_link,0.0,-1.0,-0.3260524396705315
405,test_base_link,0.0,-1.0,-0.3260524396705315
406,test_base_link,0.0,-1.0,-0.3260524396705315
407,test_base_link,0.0,-1.0,-0.3260524396705315
408,test_base_link,0.0,-1.0,-0.3260524396705315
409,test_base_link,0.0,-1.0,-0.3260524396705315
410,test_base_link,0.0,-1.0,-0.3260524396705315
411,test_base_link,0.0,-1.0,-0.3260524396705315
412,test_base_link,0.0,-1.0,-0.3260524396705315
413,test_base_link,0.0,-1.0,-0.3260524396705315
414,test_base_link,0.0,-1.0,-0.3260524396705315
415,test_base_link,0.0,-1.0,-0.3260524396705315
416,test_base_link,0.0,-1.0,-0.3260524396705315
417,test_base_link,0.0,-1.0,-0.3260524396705315
418,test_base_link,0.0,-1.0,-0.3260524396705315
419,test_base_link,0.0,-1.0,-0.3260524396705315
420,test_base_link,0.0,-1.0,-0.3260524396705315
421,test_base_link,0.0,-1.0,-0.3260524396705315
422,test_base_link,0.0,-1.0,-0.3260524396705315
423,test_base_link,0.0,-1.0,-0.3260524396705315
424,test_base_link,0.0,-1.0,-0.3260524396705315
425,test_base_link,0.0,-1.0,-0.3260524396705315
426,test_base_link,0.0,-1.0,-0.3260524396705315
427,test_base_link,0.0,-1.0,-0.3260524396705315
428,test_base_link,0.0,-1.0,-0.3260524396705315
429,test_base_link,0.0,-1.0,-0.3260524396705315
430,test_base_link,0.0,-1.0,-0.3260524396705315
431,test_base_link,0.0,-1.0,-0.3260524396705315
432,test_base_link,0.0,-1.0,-0.3260524396705315
433,test_base_link,0.0,-1.0,-0.3260524396705315
434,test_base_link,0.0,-1.0,-0.3260524396705315
435,test_base_link,0.0,-1.0,-0.3260524396705315
436,test_base_link,0.0,-1.0,-0.3260524396705315
437,test_base_link,0.0,-1.0,-0.3260524396705315
438,test_base_link,0.0,-1.0,-0.3260524396705315
439,test_base_link,0.0,-1.0,-0.3260524396705315
440,test_base_link,0.0,-1.0,-0.3260524396705315
441,test_base_link,0.0,-1.0,-0.3260524396705315
442,test_base_link,0.0,-1.0,-0.3260524396705315
443,test_base_link,0.0,-1.0,-0.3260524396705315
444,test_base_link,0.0,-1.0,-0.3260524396705315
445,test_base_link,0.0,-1.0,-0.3260524396705315
446,test_base_link,0.0,-1.0,-0.3260524396705315
447,test_base_link,0.0,-1.0,-0.3260524396705315
448,test_base_link,0.0,-1.0,-0.3260524396705315
449,test_base_link,0.0,-1.0,-0.3260524396705315
450,test_base_link,0.0,-1.0,-0.3260524396705315
451,test_base_link,0.0,-1.0,-0.3260524396705315
452,test_base_link,0.0,-1.0,-0.3260524396705315
453,test_base_link,0.0,-1.0,-0.3260524396705315
454,test_base_link,0.0,-1.0,-0.3260524396705315
455,test_base_link,0.0,-1.0,-0.3260524396705315
456,test_base_link,0.0,-1.0,-0.3260524396705315
457,test_base_link,0.0,-1.0,-0.3260524396705315
458,test_base_link,0.0,-1.0,-0.3260524396705315
459,test_base_link,0.0,-1.0,-0.3260524396705315
460,test_base_link,0.0,-1.0,-0.3260524396705315
461,test_base_link,0.0,-1.0,-0.3260524396705315
462,test_base_link,0.0,-1.0,-0.3260524396705315
463,test_base_link,0.0,-1.0,-0.3260524396705315
464,test_base_link,0.0,-1.0,-0.3260524396705315
465,test_base_list,0.0,-1.0,-0.3260524396705315
466,test_base_list,0.0,-1.0,-0.3260524396705315
467,test_base_list,0.0,-1.0,-0.3260524396705315
468,test_base_list,0.0,-1.0,-0.3260524396705315
469,test_base_list,0.0,-1.0,-0.3260524396705315
470,test_base_list,0.0,-1.0,-0.3260524396705315
471,test_base_list,0.0,-1.0,-0.3260524396705315
472,test_base_list,0.0,-1.0,-0.3260524396705315
473,test_base_list,0.0,-1.0,-0.3260524396705315
474,test_base_list,0.0,-1.0,-0.3260524396705315
475,test_base_list,0.0,-1.0,-0.3260524396705315
476,test_base_list,0.0,-1.0,-0.3260524396705315
477,test_base_list,0.0,-1.0,-0.3260524396705315
478,test_base_list,0.0,-1.0,-0.3260524396705315
479,test_base_list,0.0,-1.0,-0.3260524396705315
480,test_base_list,0.0,-1.0,-0.3260524396705315
481,test_base_list,0.0,-1.0,-0.3260524396705315
482,test_base_list,0.0,-1.0,-0.3260524396705315
483,test_base_list,0.0,-1.0,-0.3260524396705315
484,test_base_list,0.0,-1.0,-0.3260524396705315
485,test_base_list,0.0,-1.0,-0.3260524396705315
486,test_base_list,0.0,-1.0,-0.3260524396705315
487,test_base_list,0.0,-1.0,-0.3260524396705315
488,test_base_list,0.0,-1.0,-0.3260524396705315
489,test_base_list,0.0,-1.0,-0.3260524396705315
490,test_base_list,0.0,-1.0,-0.3260524396705315
491,test_base_list,0.0,-1.0,-0.3260524396705315
492,test_base_list,0.0,-1.0,-0.3260524396705315
